,title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags
27,Review : Backwoods Consumers and Homespun Capitalists : The Rise of a Market Culture in Eastern Canada,"A business review of Beatrice Craig's ""Backwoods Consumers and Homespun Capitalists: The Rise of a Market Culture in Eastern Canada."" The reviewer, Leslie Choquette, author of ""Frenchmen into Peasants: Modernity and Tradition in the Peopling of French Canada"" (Harvard University Press, 1997), is the Director of Assumption College's French Institute.","Choquette, Leslie",,,2010 Spring,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/615119645"">615119645</a>","1700-1850; New England, New Brunswick, Bas-Canada",,,,,,,,,,,,,,0007-6805,,,Business History Review,http://www.hbs.edu/bhr/84/1/,84,,,,https://francolibrary.com/archive/files/bcc6a54a3b79d348a6338ea12c6e0b8f.jpg,Acculturation and Assimilation;Aroostook County ME;Business and Economics;Canada;Criticism and Review;Demography;Emigration and Immigration;Farming and Agriculture;Forestry;Fur-trading;Labor History;New Brunswick;New England;Nonfiction;Nonfiction -- History -- Economic and Industrial;St. John River Valley
28,By Necessity or by Right : The Language and Experience of Gender at Work,"Article exploring how feminist historiography impacts interpretations of the rise of labour in the US and Canada, recognizing the divisions of gender that are fixed along the North American process of industrialization. From the text: ""It is the purpose of this article to uncover the ways in which these fissures and divisions within class and organized labour either furthered or truncated the political ideal of class unity in Canada's past. How has the consideration of women's work and the problem of how industrialization reinforced cultural constructions of gender outside the workplace offered by historians over the past 25 years in 'Labour/Le Travail' either contributed to or altered the conventional views?""","Christie, Nancy",,,2002 Fall,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/317511047"">317511047</a>","1830-2000; Canada, New England",,,,,,,,,,,,,,0700-3862,,,Labour/Le Travail,http://www.historycooperative.org/journals/llt/50/christie.html,50,,,,https://francolibrary.com/archive/files/725219cddf3386711d57d39e0144ba20.jpg,Business and Economics;Canada;Criticism and Review;Emigration and Immigration;Family;Gender and Sexuality;Labor History;Lowell MA;Mills and Mill Work;Nonfiction;Nonfiction -- Historiography;Nonfiction -- History -- Labor and Social
29,"Early French Migrations to Northern Maine, 1785-1850","Essay attempting to dispel inaccuracies of the Acadian tradition in the Madawaska area, and to reckon the historical record with popular historical perceptions about that region that have developed over time by those who claim to be descendent from that region. Brief history of the birth of Madawaska. From an issue of the Maine Historical Society Quarterly entitled, ""Franco-Americans in Maine.""","Craig, Beatrice",Full text (UOttawa),,1986,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/2263768"">2263768</a>","1785-1850; Madawaska, Maine; Madawaska, New Brunswick",,,,,,,,,,,,,,0163-1152,,#4,Maine Historical Society Quarterly,Early French Migrations... @ UOttawa (full text),25,,,,https://francolibrary.com/archive/files/1db4408a55a8a6cdde8652c1bc972a9c.jpg,Acculturation and Assimilation;Emigration and Immigration;Family;Farming and Agriculture;Forestry;Fur-trading;Grand Isle ME;Madawaska ME;New Brunswick;Nonfiction;Nonfiction -- Immigration;Nova Scotia;QuÃ©bec;St. David ME;St. John River Valley;St. Lawrence River Valley
30,"Agriculture and the Lumberman's Frontier in the Upper St. John Valley, 1800-70","Essay on the interconnection of agriculture and forestry, the farming and lumbering industries, their effects on one another, and their implications on population through the nineteenth century in the St. John River Valley in Maine and New Brunswick.","Craig, Beatrice",,,1988,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/483437383"">483437383</a>;<a href=""http://www.worldcat.org/oclc/80917200"">80917200</a>","1800-1870; New Brunswick, Maine",,,,,,,,,,,,,,0094-5080,,,Journal of Forest History,http://www.jstor.org/stable/4005171,32,,,,https://francolibrary.com/archive/files/d295a5bb174f27d94c2dc5e605519a02.jpg,Acadians;Acculturation and Assimilation;Aroostook County ME;Business and Economics;Demography;Emigration and Immigration;Farming and Agriculture;Forestry;Geography;Madawaska ME;Maine;New Brunswick;Nonfiction;Nonfiction -- History -- Economic and Industrial;St. John River Valley
31,Immigrants in a Frontier Community : Madawaska 1785-1850,"Essay on the effects of immigrants from French Canada on the demography, economy, and social landscape of the Upper St. John Valley, Maine, around the turn of the nineteenth century. Explores an argued distinction between ""French Canadian"" and ""Acadian."" ","Craig, Beatrice",Full text (UOttawa),,2007,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1586704"">1586704</a>","1785-1850; Madawaska, Maine; Madawaska, New Brunswick",,,,,,,,,,,,,,,,,Histoire sociale/Social history,Immigrants in a Frontier Community... @ UOttawa (full text),38,,,,https://francolibrary.com/archive/files/665a0121f51c177d0901f2fcbe5184d5.jpg,Acadians;Acculturation and Assimilation;Business and Economics;Demography;Emigration and Immigration;Farming and Agriculture;Forestry;Geography;Government and Politics;Labor History;Madawaska ME;Maine;New Brunswick;Nonfiction;Nonfiction -- Immigration;QuÃ©bec;Religion;St. John River Valley
32,"Name-Changing Patterns among French Canadians in Waterville, Maine","Brief history of French-Canadian immigration to Waterville, Maine, followed by an exploration of the reasons behind a strong pattern of surname-translation and -changing in the same town. Includes a short list of original surnames and their corresponding anglicizations.","Crane, Martha;Schulhof, Tom",,,1970-02,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/481287592"">481287592</a>","1870-1950; Waterville, Maine",,,,,,,,,,,,,,0016-111X,,#3,The French Review,http://www.jstor.org/stable/385505,43,,,,https://francolibrary.com/archive/files/93319e2943743b9076d534655c204bb2.jpg,Acculturation and Assimilation;Business and Economics;Emigration and Immigration;Ethnicity and Collective Identity;Language and Linguistics;Nonfiction;Nonfiction -- History -- Labor and Social;Nonfiction -- Language and Linguistics;Religion;Social History;Waterville ME
33,Mapping Cultural Groups in an American Industrial City,"Brief description of a sociological method used to ""investigat[e] the pattern of cultural groups"" in Worcester, Massachusetts. Based on the research conducted from Creveling's doctoral dissertation, ""The pattern of cultural groups in Worcester"" (Clark University, 1951). Includes a copy of Creveling's ethno-map produced out of local interviews, as well as a map that designates the location of Catholic churches in Worcester and their primary ethnic make-up.","Creveling, Harold Franklin",,,1955-10,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/483109943"">483109943</a>","1950-1955; Worcester, Massachusetts",,,,,,,,,,,,,,0013-0095,,#4,Economic Geography,http://www.jstor.org/stable/142249,31,,,,,Community: Customs and Social Life;Demography;Ethnicity and Collective Identity;Geography;Labor History;Massachusetts;Mills and Mill Work;Nonfiction;Nonfiction -- Ethnic Studies;Nonfiction -- Social Sciences;Nonfiction -- Sociology;Religion;Social History;Worcester MA
34,The Growth of the French Canadian Race in America,French-Canadian population growth in Canada as a model for testing the claims of Malthusian economics.,"Davidson, John",Full text,,1896-01,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/479354506"">479354506</a>",1850-1896; Canada,,,,,,,,,,,,,,0002-7162,,#2,The Annals of the American Academy of Political and Social Science,http://www.jstor.org/stable/1009231,8,,,,,Acadians;Acculturation and Assimilation;Business and Economics;Canada;Demography;Emigration and Immigration;France;Nonfiction;Nonfiction -- Demography;Nonfiction -- Social Sciences;QuÃ©bec
35,Reality or Mirage : Franco-American Stereotypes,"A brief discussion of the concept of cultural stereotype, and an historical observation of stereotypes of the Franco American as they have been used historically in different contexts. Extends a discussion of stereotype into the broader domain of cultural exploitiation. Focuses primarily on the Franco Americans of Maine.","Doty, C. Stewart",,,1993 March 25,,,,,,Journal Article,,"1800-1900, Maine",,,,,,,,,,,,,,,,,Les Ã©ditions FAROG,http://www.francoamerican.org/academic/Stereotypes_Stewart_Doty.pdf (full text available here),,,,,,Emigration and Immigration;Ethnicity and Collective Identity;Journalism;Labor History;Language and Linguistics;Maine;New England;Nonfiction;Nonfiction -- Ethnic Studies;Social History
36,The American Identity of Louis Dantin : More Francophone American Than Franco-American,"From EBSCOhost: ""Provides a critique of QuÃ©bÃ©cois literary figure Louis Dantin's writings. Dantin's perspective on the American scene unlike other intellectuals of the QuÃ©bec diaspora. Examples of Dantin's writings that demonstrated how his American identity differed from that of other intellectuals.""","Doty, C. Stewart",,,1994,,,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/44653568"">44653568</a>","1865-1945, QuÃ©bec, New England",,,,,,,,,,,,,,1710-114X,,#3,Canadian Review of American Studies,http://www.utpjournals.com/cras/cras.html,24,,,,,Acculturation and Assimilation;Boston MA;Canada;Criticism and Review;Emigration and Immigration;Fiction and Literature;Government and Politics;Literary Works -- Criticism and History;New England;QuÃ©bec
37,'Monsieur Maurras est ici' : French Fascism in Franco-American New England,"Essay on the Franco American elite's adopted regard for French fascist politics and sentiment in New England. How WWII heightened political divisions in the United States, and the Franco elite failed to appeal politically to working-class Franco American communities. Includes discussion of 1920s and 30s Franco American political figures, as well as an exploration of the Sentinelle Affair vis-Ã -vis French fascism.","Doty, C. Stewart",,,1997 October,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/477889483"">477889483</a>",1920-1950; New England,,,,,,,,,,,,,,0022-0094,,4,Journal of Contemporary History,http://www.jstor.org/stable/261114,32,,,,https://francolibrary.com/archive/files/d512a94ff0c8f3c7e61fac842611651c.jpg,Biddeford ME;Central Falls RI;Chicopee MA;Cohoes NY;Demography;Education;Essay;Ethnicity and Collective Identity;France;Government and Politics;Holyoke MA;Language and Linguistics;Lewiston ME;Lowell MA;Manchester NH;Nashua NH;New England;Nonfiction;Nonfiction -- Government and Politics;QuÃ©bec;Quinebaug River Valley;Violence;War;Woonsocket RI;Worcester MA
38,The Future of the Franco-American Past,"Suggestions of potential topics for future research on Franco Americans. Includes literature, journalism, politics, textile labor history, religious history, and more. From the author: ""Focuses on the history and literature of French Americans of the Quebec diaspora in the United States.  Migration and settling-in process of the diaspora. Participation of French Americans in trade union activities and politics of the country.""... ""This article will review what we have learned...about the history and literature of the Franco-Americans. Then, it will set forth an agenda for future research on Quebec diaspora studies and discuss the scholarly resources for performing that research....In short, if I were twenty years younger, here are some projects my students and I might take on.""","Doty, C. Stewart",Full text,,2000 Spring,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/197430696"">197430696</a>",1850-2000; New England,,,,,,,,,,,,,,1943-9954,,#1,American Review of Canadian Studies,http://www.acsus.org,30,,,,https://francolibrary.com/archive/files/991151189821ebc50ad4b966bd521de2.jpg,Biddeford ME;Brunswick ME;Central Falls RI;Chicopee MA;Cohoes NY;Criticism and Review;Education;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Government and Politics;Holyoke MA;Journalism;Labor History;Lewiston ME;Lowell MA;Manchester NH;Mills and Mill Work;Nashua NH;New England;Nonfiction;Nonfiction -- Historiography;Old Town ME;Providence RI;QuÃ©bec;Quinebaug River Valley;Salem MA;Skowhegan ME;Waltham MA;Woonsocket RI;Worcester MA
39,"Robert G. LeBlanc, 1930-2001","Short piece honoring geographer and historian Robert G. LeBlanc, and introducing his two major pieces of scholarship: one on the Acadian migrations, the other on the QuÃ©bec ties of the New England Franco-American elite.","Doty, C. Stewart",,,2002 Spring/Summer ,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60628349"">60628349</a>","1930-2001, New Brunswick, New England, Nova Scotia",,,,,,,,,,,,,,,,,QuÃ©bec Studies,http://www.acqs.org/qc_studies_journal/table_of_contents.html,33,,,,https://francolibrary.com/archive/files/7e404b76c508f2a51b90a3e51e15fe47.jpg,Acadians;Acculturation and Assimilation;Criticism and Review;Death and Disaster;Education;Emigration and Immigration;Essay;Nashua NH;New England;Nonfiction;Nonfiction -- Geography;Nonfiction -- Historiography;Personal History: Biography and Oral History;QuÃ©bec
