title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
Mountain Dance and Other Stories,"Four short stories embedded in Franco-American life from a writer who hails from Lisbon, Maine.","Ledoux, Denis",,Coastwise Press,1990,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/27833685"">27833685</a>",,,,,,,,,,,,58,"Thomaston, Maine",,,,,,"<div class=""element-text""><a href=""http://www.francoamericanconnection.com/fa-writers/#ledoux"">http://www.francoamericanconnection.com/fa-writers/#ledoux</a> <br/><br/> <a href=""http://books.google.com/books?id=8A-SPQAACAAJ&amp;dq=ledoux,+mountain+dance&amp;hl=en&amp;ei=lqEjTLmqJ8H78AbJ2LjbBQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CDAQ6AEwAA"">Mountain Dance and Other Stories @ Google Books</a></div>",,,,,,Education;Family;Fiction and Literature;Language and Linguistics;Literary Works -- Fiction;Literary Works -- Short fiction,Literary Works | Oeuvres littéraires
Lives in Translation : An Anthology of Contemporary Franco-American Writings,"In this 1991 anthology, Denis Ledoux places together the poetry and short fiction prose of thirteen authors in an effort to illustrate the range of the contemporary Franco-American artistic voice.  All of the pieces included in this collection might be characterized by that which they seek out: a complication of their cultural reality which is rarely elsewhere written down. An historical introduction and a brief conclusion with authors' biographies provide the context for the glimpses we take here into each of these writers' creative minds.","Ledoux, Denis (editor)",,Soleil Press,1991,"Campion, Daniel;Dufresne, John;Giasson Fuller, Jacquie;Laux, Dorianne;Marion, Paul;Parent, Michael;Pelletier, Susann;Plante, David;Poulin, A. Jr.;Riel, Steven;Rivard, David;Tremblay, Bill",English,,,,Book,"<a href=""http://www.worldcat.org/oclc/23009726"">23009726</a>",,,,,,,,,,,,143,"Lisbon Falls, Maine",,,,,,"<div class=""element-text""><a href=""http://www.turningmemories.com/"">http://www.turningmemories.com/</a> <br/><br/> <a href=""http://books.google.com/books?id=02GvAAAACAAJ&amp;dq=ledoux,+lives+in+translation&amp;hl=en&amp;ei=PFs0TZ69CNOdgQec09iECw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC0Q6AEwAA"">Lives in Translation @ Google Books</a></div>",,,,,,Augusta ME;Bondsville MA;Ethnicity and Collective Identity;Fall River MA;Fiction and Literature;Food;Hallowell ME;Kennebec River Valley;Labor History;Language and Linguistics;Lewiston ME;Literary Works -- Anthology;Lowell MA;Monson MA;New England;New Orleans LA;Poetry;Québec;Religion;Social History;Southbridge MA;Sturbridge MA;Suncook NH;Thorndike MA,Literary Works | Oeuvres littéraires
What Became of Them and Other Stories from Franco-America,"Ledoux has woven a tapestry of vignettes all coming to a seam at self-reflection. 'What Became of Them' is a collection of short stories that spans a century of Franco America, its cultural mutations, and its burdening self-absorption. Ledoux finds a way to unite spousal estrangement, Catholic suppression, working-class embarrassment, and the tragedy of leaving things behind in a sometimes less-than-latent nostalgia for those things that could have been; he breaks it all down in his charactersâ' even stronger drive to move forward. â€œWhenever I stopped using other peopleâ's words,â€ Ledouxâ's young seminarian character muses on prayer, â€œthere was always a stillness, a withered silence.â€ Ledoux takes this point to heart and, in this collection, subverts it â€“ breaking the withered silence with hopes and fears of a cultural sort little heard in literature.  â€œThe artist is a priest,â€ says Ledouxâ's same character: a priest anew. And so is Ledoux here, writing out prayers of a bold and freeing kind, in a language audible to a world in- and outside of Franco America. Contains the following stories: Germaine (also featured in Puckerbrush Review, le Canado-Americain, Le F.A.R.O.G. Forum, and ""Maine Speaks: An Anthology of Maine Literature"") What Became of Them Desneiges Dinora The Life They Chose My Call to be David Need Not Apply O, Canada! Looking Back","Ledoux, Denis",,Soleil Press,1988,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/18787563"">18787563</a>",,,,,,,,,,,,103,"Lisbon Falls, Maine",,,,,,"<div class=""element-text""><a href=""http://www.francoamericanconnection.com/fa-writers/#ledoux"">http://www.francoamericanconnection.com/fa-writers/#ledoux</a> <br/><br/> <a href=""http://books.google.com/books?id=GDdMAAAACAAJ&amp;dq=what+became+of+them+and+other+stories+from+francoamerica&amp;hl=en&amp;ei=K8kfTJ7QBYT78AaYi9HGDA&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCsQ6AEwAA"">What Became of Them... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/bbe42898dba7733e02a0bdf99d7acb75.jpg,Emigration and Immigration;Family;Fiction and Literature;Labor History;Lewiston ME;Literary Works -- Fiction;Literary Works -- Short fiction;Mills and Mill Work;Poetry;Religion,Literary Works | Oeuvres littéraires
Why Kerouac Matters : The Lessons of On the Road,"Critical study of Jack Kerouac's ""On the Road"" through the lens of its author and one of its main characters.
From Viking Press: ""In 'Why Kerouac Matters,' John Leland embarks on a wry, insightful, and playful discussion of the novel ['On the Road'], arguing that it still matters because at its core it is a book that is full of lessons about how to grow up. Leland's focus is on Sal Paradise, the Kerouac alter ego, who has always been overshadowed by his fictional running buddy Dean Moriarty. Leland examines the lessons that Paradise absorbs and dispenses on his novelistic journey to manhood, and how those lessons about work and money, love and sex, art and holiness still reverberate today. He shows how 'On the Road' is a primer for male friendship and the cultivation of traditional family values, and contends that the stereotype of the two wild and crazy guys obscures the novels core themes of the search for atonement, redemption, and divine revelation. 'Why Kerouac Matters' offers a new take on Kerouac's famous novel, overturning many misconceptions about it and making clear the themes Kerouac was trying to impart.""","Leland, John",,Viking,2007,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/83758819"">83758819</a>","20th century, United States",,,,,,,,,,,205,"New York, New York",,,,,,"<div class=""element-text""><a href=""http://us.penguingroup.com/nf/Book/BookDisplay/0,,9780143114376,00.html?Why_Kerouac_Matters_John_Leland"">http://us.penguingroup.com/nf/Book/BookDisplay/0,,9780143114376,00.html?Why_Kerouac_Matters_John_Leland</a> <br/><br/> <a href=""http://books.google.com/books?id=ezX7R0dy02EC&amp;dq=leland%3B+why+kerouac+matters&amp;source=gbs_navlinks_s"">http://books.google.com/books?id=ezX7R0dy02EC&amp;dq=leland%3B+why+kerouac+matters&amp;source=gbs_navlinks_s</a> (limited preview available here)</div>",,,,,https://francolibrary.com/archive/files/e4e1892cecb6f8e6c8f270912113ecfb.jpg,Alcohol and Drugs;Criticism and Review;Denver CO;Family;Fiction and Literature;Gender and Sexuality;Literary Works -- Criticism and History;New England;New York NY;Personal History: Biography and Oral History;San Francisco CA,Literary Works | Oeuvres littéraires
Canuck and Other Stories,"Contains an English translation of Camille Lessard-Bissonnette's 1936 serialized novel ""Canuck,"" an historical section entitled ""French Women of North America,"" and an English translation of ""The Young Franco American"" by Alberte Gastonguay. 
","Robbins, Rhea Côté (editor)",,Rheta Press,2006,"Lessard-Bissonnette, Camille;Gastonguay, Alberte;Charron, Sylvie (translator);Huseman, Sue (translator);Bacon Roy, Jeannine (translator);Paré Roy, Madeleine C. (translator)",English (traduction du français),,,,Book,"<a href=""http://www.worldcat.org/oclc/76901514"">76901514</a>",,,,,,,,,,,,271,"Brewer, Maine",,,,,,"<div class=""element-text""><a href=""http://www.rhetapress.com/#Canuck"">http://www.rhetapress.com/#Canuck</a> <br/><br/> <a href=""http://books.google.com/books?id=GpPzAAAAMAAJ&amp;q=robbins%3B+canuck+and+other+stories&amp;dq=robbins%3B+canuck+and+other+stories&amp;hl=en&amp;ei=4oo0Tb-MJMOBgAeo7_2eCw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCgQ6AEwAA"">Canuck and Other Stories @ Google Books</a></div>",,,,,,Emigration and Immigration;Fiction and Literature;Gender and Sexuality;Language and Linguistics;Literary Works -- Fiction;Lowell MA;Maine;New England,Literary Works | Oeuvres littéraires
The Miracle: A Novel,"From Grove/Atlantic Press: ""John Lâ'Heureux has been acclaimed as '[a] master storyteller . . . elegant, cunning, and wickedly funny' (The Washington Post). Now, in a pitch-perfect, deeply satisfying work of fiction, he enters the world of an unorthodox young priest whose faith is put to the test. Father Paul LeBlanc is young, handsome, and charismatic. He has just been transferred out of Boston because of his dangerous ideas on sex, marriage, and birth control and because he just doesnâ't uphold the decorum expected of a young priest. Exiled to a summer beach community, he looks after elderly Father Moriarty, an unlikely saint who, on the edge of death, is beginning to question his belief in God. Father LeBlanc goes on preaching his edgy homilies, making his efficient way on the path to sanctity. Then Rose Perez and Annaka Malley enter his life, looking, each in her own way, for answers. When, for no reason, a miracle occurs a dead girl is brought back to life before his eyes Father LeBlanc finds his faith and his vows, his reason, his life itself, all called into question, leaving him with nowhere to turn. Witty, profound, and deeply moving, 'The Miracle' explores the way God meddles in our lives...and to what end. It examines with great wisdom and gentle insight how best man can serve his spirit. 'The Miracle' is John L'Heureuxâ's finest, most daring novel."" 









","L'Heureux, John",,Atlantic Monthly Press,2002,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/49421619"">49421619</a>",,,,,,,,,,,,240,"New York, New York",,,,,,"<div class=""element-text""><a href=""http://www.groveatlantic.com/#page=isbn9780802140265"">http://www.groveatlantic.com/#page=isbn9780802140265</a> <br/><br/> <a href=""http://books.google.com/books?id=lRn2CsuRDBYC&amp;dq=l%27heureux%3B+miracle&amp;hl=en&amp;ei=cI00TfWtK8PUgQezrNWuCw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCMQ6AEwAA"">The Miracle @ Google Books</a></div>",,,,,,Alcohol and Drugs;Boston MA;Death and Disaster;Family;Fiction and Literature;Gender and Sexuality;Literary Works -- Fiction;New Hampshire;Religion,Literary Works | Oeuvres littéraires
"Evangeline, A Tale of Acadie","Maine native Longfellow's epic poem about ""le Grand Dérangement"" - the Acadian Expulsion - and one Acadian woman's search for her love lost. First published in 1847. ","Longfellow, Henry Wadsworth",Full text,University Publishing Company,1897 (1847),,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/27193052"">27193052</a>",18th century; North America,,,,,,,,,,,102,"New York, New York",,,,,,"<div class=""element-text""><a href=""http://etext.virginia.edu/toc/modeng/public/LonEvan.html"">http://etext.virginia.edu/toc/modeng/public/LonEvan.html</a> (full text available here) <br/><br/> <a href=""http://books.google.com/books?id=rLQRAAAAYAAJ&amp;dq=evangeline+a+tale+of+acadie&amp;source=gbs_navlinks_s"">http://books.google.com/books?id=rLQRAAAAYAAJ&amp;dq=evangeline+a+tale+of+acadie&amp;source=gbs_navlinks_s</a> (full text available here, 1857 publication)</div>",,,,,https://francolibrary.com/archive/files/0d411c7dc6b8925a942dd7d0e3372a0d.jpg,Acadians;Death and Disaster;England;Exploration and Colonization;Family;Folklore;France;Georgia;Literary Works -- Poetry;Louisiana;Maine;Maryland;Massachusetts;Native Americans;New Brunswick;New York;Nova Scotia;Pennsylvania;Poetry;Prince Edward Island;Québec;South Carolina;Travel and Movement;United States,Literary Works | Oeuvres littéraires
Excelsior,"Book of poems and one short story from a native of Van Buren, Maine. ","Madore, Paul A.",,Self-published,1990,,English,,,,Book,,,,,,,,,,,,,142,"Fort Myers, Florida",,,,,,"<div class=""element-text"">None</div>",,,,,,Fiction and Literature;Literary Works -- Poetry;Poetry,Literary Works | Oeuvres littéraires
Apples and Oranges,"A chapbook of poems from a native of Lowell, Massachusetts. Marion is author of many other works of poetry, as well as editor of a collection of Jack Kerouac's writings. ","Marion, Paul",,Loom Press,1986,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/16000166"">16000166</a>",,,,,,,,,,,,28,"Lowell, Massachusetts",,,,,,"<div class=""element-text""><a href=""http://www.paulmarion.com/writings.html"">http://www.paulmarion.com/writings.html</a> <br/><br/> <a href=""http://books.google.com/books?id=n3sXAAAACAAJ&amp;dq=marion%3B+apples+and+oranges&amp;hl=en&amp;ei=jGZtTOKzKsG88gbq-JHfCg&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCsQ6AEwAA"">http://books.google.com/books?id=n3sXAAAACAAJ&amp;dq=marion%3B+apples+and+oranges&amp;hl=en&amp;ei=jGZtTOKzKsG88gbq-JHfCg&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCsQ6AEwAA</a></div>",,,,,,Dracut MA;Literary Works -- Poetry;Lowell MA;Poetry,Literary Works | Oeuvres littéraires
Middle Distance,"A book of poems from a native of Lowell, Massachusetts. Marion is author of many other works of poetry, as well as editor of a collection of Jack Kerouac's writings. ","Marion, Paul",,Loom Press,1989,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/20807405"">20807405</a>",,,,,,,,,,,,48,"Lowell, Massachusetts",,,,,,"<div class=""element-text""><a href=""http://www.paulmarion.com/writings.html"">http://www.paulmarion.com/writings.html</a> <br/><br/> <a href=""http://books.google.com/books?id=QAZITw_4cmEC&amp;dq=marion%3B++middle+distance&amp;hl=en&amp;ei=10ltTLW8AoT68Abi9KXgCw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCgQ6AEwAA"">http://books.google.com/books?id=QAZITw_4cmEC&amp;dq=marion%3B++middle+distance&amp;hl=en&amp;ei=10ltTLW8AoT68Abi9KXgCw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCgQ6AEwAA</a></div>",,,,,https://francolibrary.com/archive/files/f3299ecd0bc5b16949525e0a5f06844f.jpg,Literary Works -- Poetry;Lowell MA;Poetry,Literary Works | Oeuvres littéraires
